PRODUCT_CODE,NAME,PRICE,REVIEW_COUNT,RATING_AVG
P00624,메디코펫 데일리 덴탈바 가스트로인테스티날 14개입,18000.0,2,4.5
P00623,메디코펫 데일리 덴탈바 스킨코트앤이어 14개입,18000.0,3,5.0
P00625,메디코펫 데일리 덴탈바 아이브레인리버 14개입,18000.0,2,5.0
P00626,메디코펫 데일리 덴탈바 레날앤카디악 14개입,18000.0,2,5.0
P00631,제리스타일스 프로바이오틱 서플리먼트 파우치 153g,17000.0,2,5.0
P00821,아카나 요크셔 포크 독 6KG,92000.0,0,0.0
P00819,아카나 어덜트 레시피 독 6KG,90000.0,0,0.0
P00812,"파미나 N&D 화이트 DOG 농어, 스피룰리나, 펜넬 2kg MINI 알갱이",62000.0,0,0.0
P01018,스텔라앤츄이스 동결건조 꼬마 포크 밀믹서 50g,14000.0,0,0.0
P00788,스텔라앤츄이스 오븐베이크 케이비 프리치킨 키블 퍼피 1.6kg,50000.0,0,0.0
P00789,스텔라앤츄이스 오븐베이크 케이비 프리치킨 키블 퍼피 100g,4500.0,0,0.0
P00790,스텔라앤츄이스 오븐베이크 케이비 프리치킨 키블 퍼피 4.5kg,102000.0,0,0.0
P00791,스텔라앤츄이스 오븐베이크 화이트피쉬 키블 1.6kg,50000.0,0,0.0
P00804,NHV 통증 개선 터메릭 100ml,83600.0,0,0.0
P00925,룰루파마 오메가3 강아지 고양이 영양제 100mg 60캡슐,15500.0,0,0.0
P00847,인스팅트 생식본능 로 부스트 치킨 독 키블 1.8kg,50000.0,0,0.0
P00848,인스팅트 생식본능 로 부스트 헬시 웨이트 독 키블 1.8kg,54000.0,0,0.0
P00839,벳액티브8 조인트헬스 플러스 관절보조제 60캡슐,44000.0,0,0.0
P00510,페노비스 벳 판크레아틴 췌장 영양제 30캡슐,49900.0,5,5.0
P00928,오느루 음수량 보충 무항생제 흑돼지 사골(60g*3EA),7900.0,0,0.0
P00932,오느루 빨강 야채 퓨레(20g*5EA),7300.0,0,0.0
P00930,오느루 야채 퓨레 샘플(20g*4EA),6000.0,0,0.0
P00710,지위픽 에어드라이 닭고기 독 1KG,84000.0,0,0.0
P00778,스텔라앤츄이스 동결건조 퍼피 디너패티 397g,64000.0,0,0.0
P00772,스텔라앤츄이스 동결건조 치킨 디너패티 397g,64000.0,0,0.0
P00773,스텔라앤츄이스 동결건조 치킨 디너패티 709g,103000.0,0,0.0
P00938,포포네 오리울대 20g,6800.0,0,0.0
P00939,포포네 촉촉한 야채믹스 테린 치킨 (70g*4pcs SET),14400.0,0,0.0
P00940,포포네 촉촉한 야채믹스 테린 오리 (70g*4pcs SET),16400.0,0,0.0
P00941,포포네 촉촉한 야채믹스 테린 돼지 (70g*4pcs SET),17200.0,0,0.0
P00942,포포네 촉촉한 야채믹스 테린 캥거루 (70g*4pcs SET),18400.0,0,0.0
P00943,포포네 에그미트볼 소 (30g*5pcs SET),10500.0,0,0.0
P00944,포포네 에그미트볼 양 (30g*5pcs SET),11500.0,0,0.0
P00945,포포네 에그미트볼 오리 (30g*5pcs SET),10500.0,0,0.0
P00946,포포네 에그미트볼 말 (30g*5pcs SET),11500.0,0,0.0
P00947,포포네 에그미트볼 캥거루 (30g*5pcs SET),12500.0,0,0.0
P00948,포포네 퓨어퓨레 01 green (25g x 12ea),19500.0,0,0.0
P00949,포포네 퓨어퓨레 02 yellow (25g x 12ea),19500.0,0,0.0
P00950,포포네 퓨어퓨레 03 purple (25g x 12ea),19500.0,0,0.0
P00951,포포네 퓨어퓨레 3종 MIX (25g x 12ea),19500.0,0,0.0
P00956,포포네 단호박 코코넛 파운드 (50g*시금치 2pcs+케롭 2pcs SET),12000.0,0,0.0
P00957,"포포네 주식 포포밀 돼지 (120g*3P SET, 360g)",24000.0,0,0.0
P00960,"포포네 주식 포포밀 오리 (120g*3P SET, 360g)",22500.0,0,0.0
P00961,"포포네 주식 포포밀 양 (120g*3P SET, 360g)",24000.0,0,0.0
P00962,"포포네 주식 포포밀 말 (120g*3P SET, 360g)",24000.0,0,0.0
P00563,"조공 이지케어 오메가-3 (피부, 피모)",14900.0,1,5.0
P01008,조공 꿀홍삼 터키츄 링 10g,3400.0,0,0.0
P01007,조공 꿀홍삼 터키츄 스틱 30g,7400.0,0,0.0
P00952,포포네 웜팟 WARM POT 01 터키&치킨 스튜 (200g),7500.0,0,0.0
P00953,포포네 웜팟 WARM POT 02 치킨스톡 (25g x 10ea),14000.0,0,0.0
P00954,포포네 웜팟 WARM POT 03 연어스프 (25g x 10ea),17000.0,0,0.0
P00955,포포네 소고기 브라우니 (50g*3pcs SET),12000.0,0,0.0
P00958,"포포네 주식 포포밀 소 (120g*3P SET, 360g)",25500.0,0,0.0
P00959,"포포네 주식 포포밀 치킨 (120g*3P SET, 360g)",21000.0,0,0.0
P00882,아더마스 플로팅 퓨레 05 (200g),15000.0,0,0.0
P00884,아더마스 베이크 치킨 (120g),10500.0,0,0.0
P00877,아더마스 치킨핏 져키 (55g),12000.0,0,0.0
P00185,Tumeric SUPER CUBE (강황큐브) 100g,15500.0,5,5.0
P00299,프리미엄 치킨(닭 단일) 1kg (100g×10팩),39900.0,7,5.0
P00627,제리스타일스 알러스킨 서플리먼트 파우치 153g,17000.0,3,5.0
P00629,제리스타일스 조인트 서플리먼트 파우치 153g,17000.0,3,5.0
P00630,제리스타일스 아이즈 서플리먼트 파우치 153g,17000.0,3,5.0
P00646,스페시픽 COD-HY 가수분해 / 오메가 플러스 처방사료 2kg,38000.0,2,5.0
P00130,촉촉사료 처방사료 관절 1kg / 오일미포함,37700.0,4,5.0
P00182,램앤비프 (양&소) 1kg,64900.0,3,5.0
P00162,촉촉사료 처방사료 피부 700g,29100.0,3,5.0
P00926,오느루 음수량 보충 무항생제 닭발 사골(60g*3EA),7000.0,0,0.0
P00927,오느루 음수량 보충 무항생제 오리 사골(60g*3EA),7500.0,0,0.0
P00963,"포포네 주식 포포밀 생선 (120g*3P SET, 360g)",27000.0,0,0.0
P00475,[묶음 할인]닥터트러스티 다이아베틱(당뇨) 동결건조 패티 스타터 (9g),5000.0,5,4.8
P00210,동결건조 포크 패티 스타터 9g,3500.0,5,4.8
P00228,뼈다귀 덴탈 트릿,19000.0,1,5.0
P00391,힐스 독 처방사료 j/d 3.85kg 관절,86500.0,0,0.0
P00226,미니 공룡 핑크 덴탈 트릿,16000.0,7,5.0
P00891,아더마스 비프칩 (45g),15000.0,3,5.0
P00785,스텔라앤츄이스 오븐베이크 치킨 키블 10kg,185000.0,0,0.0
P00786,스텔라앤츄이스 오븐베이크 치킨 스몰브리드 키블 1.6kg,50000.0,0,0.0
P00327,하루치카 스틱츄 갈퀴형 덴탈껌 14개입,12800.0,1,5.0
P00328,하루치카 버블츄 소형 톱니형 덴탈껌 21개입,12800.0,0,0.0
P00329,하루치카 버블츄 중대형 톱니형 덴탈껌 12개입,12800.0,2,5.0
P00330,천연 티트리88 이어클리너 120ml,14500.0,2,5.0
P00064,더텐소프트 황태&에너지 반건조 사료 3kg,55000.0,13,5.0
P00065,더텐소프트 가바&릴렉스 반건조 사료 1kg,25000.0,16,5.0
P00316,데일리케얼 Mini 루테인 눈 영양제 66g,19900.0,3,4.666666
P00781,스텔라앤츄이스 오븐베이크 로우블렌드 키블 1.6kg,52000.0,0,0.0
P00782,스텔라앤츄이스 오븐베이크 로우블렌드 키블 100g,5000.0,0,0.0
P00783,스텔라앤츄이스 오븐베이크 로우블렌드 키블 10kg,185000.0,0,0.0
P00482,하루조이 해피스틱 오래먹는 강아지 껌 L (3개입),21600.0,0,0.0
P00485,데일리케얼 유리나 컨트롤 신장 영양제 30p,29900.0,0,0.0
P00478,데일리케얼 Mini 칼슘 관절 영양제 66g,19900.0,1,5.0
P00609,에미넌트 연어 오일 바이탈,28000.0,0,0.0
P00981,오리젠 피트 앤 트림 독 2kg,43500.0,0,0.0
P00903,아더마스 베지팩 블루베리 (120g),11000.0,0,0.0
P00977,오리젠 시니어 독 2kg,43000.0,0,0.0
P00978,오리젠 오리지날 독 2kg,43500.0,0,0.0
P00933,오느루 노랑 야채 퓨레(20g*5EA),7300.0,0,0.0
P00934,오느루 보라 야채 퓨레(20g*5EA),7800.0,0,0.0
P00763,스텔라앤츄이스 동결건조 꼬마 연어&대구 밀믹서 50g,13000.0,0,0.0
P00764,스텔라앤츄이스 동결건조 꼬마 치킨 밀믹서 50g,13000.0,0,0.0
P00765,스텔라앤츄이스 동결건조 꼬마 터키 밀믹서 50g,13000.0,0,0.0
P00045,반려견 슬개골 보호대 (왼쪽),138000.0,3,3.666666
P00046,반려견 슬개골 보호대 (오른쪽),138000.0,2,3.0
P00073,대형견 전용 슬개골 보호대 (왼쪽),185000.0,2,5.0
P00074,대형견 전용 슬개골 보호대 (오른쪽),185000.0,3,5.0
P00382,슬개골 따땃망토 프로,238000.0,1,5.0
P00338,독 레날 2kg 신장 처방사료,46900.0,1,4.0
P00405,베토퀴놀 이파키틴 60g,36500.0,0,0.0
P00502,페노비스 강아지 관절 영양제 30p,35000.0,0,0.0
P00480,데일리케얼 이지하이드 트릿 강아지 필포켓 30p,15000.0,2,5.0
P00481,하루조이 해피스틱 오래먹는 강아지 껌 M (5개입),21600.0,1,5.0
P00690,브랜바인 비타민B5 요로결석 신장 보조제 117g,42900.0,0,0.0
P00691,브랜바인 인지장애 보조제 노화 항산화제 90ml,45900.0,0,0.0
P00692,브랜바인 골밀도 칼슘 보조제 아이오넬 109.5g,49900.0,0,0.0
P00974,오리젠 6 피쉬 독 2kg,46500.0,0,0.0
P00674,웰케어 마이뷰 DOG 300ml,20000.0,0,0.0
P00521,페노비스 강아지 간식 투약보조 필포켓 120g,9900.0,1,4.0
P00503,페노비스 강아지 종합 영양제 30p,45000.0,0,0.0
P00286,오리진 동충하초 면역 영양제(가수분해_닭고기) 1개월분 240g,35000.0,4,5.0
P00412,시그니처바이 강아지 하이포 A/a(8EA),14000.0,4,5.0
P00935,포포네 가지가지비스킷 치킨 40g,7000.0,0,0.0
P00936,포포네 가지가지비스킷 칠면조 40g,7500.0,0,0.0
P00937,포포네 영양듬뿍 오리 에너지바 8ea,7500.0,0,0.0
P00845,인스팅트 생식본능 BE 내추럴 연어 현미 독 키블 1kg,22000.0,0,0.0
P00846,인스팅트 생식본능 LID 연어 독 키블 1kg,28000.0,0,0.0
P00513,페노비스 벳 루테인 눈 영양제 30캡슐,49900.0,3,5.0
P00378,[유통기한 임박 할인] 바이오서포트 락토자임 100g (유통기한 6개월 이상),36000.0,1,5.0
P00379,[유통기한 임박 할인] 바이오서포트 아이즈 100g (유통기한 6개월 이상),36000.0,0,0.0
P00380,바이오서포트 브레스 100g,36000.0,2,5.0
P00454,바이오서포트 스킨앤코트 100g,36000.0,0,0.0
P00455,바이오서포트 조인트 100g,36000.0,2,5.0
P00511,페노비스 벳 글루코사민 관절 영양제 30캡슐,49900.0,1,5.0
P00233,[체중조절 & 장건강] 프로바이오틱스 D (30g),39000.0,7,5.0
P00234,[두뇌 & 장건강] 프로바이오틱스 C (30g),45000.0,2,4.5
P00291,[리뉴얼] 키토바이오틱스 장&면역 유산균 영양제 1.5g(40ea),34000.0,1,5.0
P00360,[유통기한 임박 할인] 아이즈 2.0 60g (유통기한 6개월 이상),35000.0,0,0.0
P00296,레날&유리너리 신장 영양제 60g,32000.0,6,4.833333
P00901,아더마스 베지팩 당근 (120g),11000.0,0,0.0
P00902,아더마스 베지팩 캐롭 (120g),11000.0,0,0.0
P00451,뉴알엑스 관절RX조인트 60P 180g,29000.0,1,5.0
P00529,나투라다이어트 피쉬앤라이스 미니 3kg,52000.0,0,0.0
P00565,픽키도기클럽 필바이츠 45g x 5스틱,6800.0,5,5.0
P00528,나투라다이어트 데일리푸드 미니 3kg,49000.0,0,0.0
P00442,뉴알엑스 신장&요로 처방보조제30P 150g,20000.0,3,5.0
P00443,뉴알엑스 심장 처방보조제30P 150g,20000.0,1,5.0
P00362,[유통기한 임박 할인] 스킨앤코트 2.0 60g (유통기한 6개월 이상),35000.0,0,0.0
P00815,케어사이드 콘드로프로텍 60정 (관절 영양제),24500.0,0,0.0
P00106,[묶음 할인]이노캡스 CQ-10 60p (심장 영양제),33000.0,19,5.0
P00813,케어사이드 메리큐 액티베이션 60정 (두뇌 발달 영양제),23000.0,0,0.0
P00537,데일리케얼 슈퍼리얼 조인트 프로 관절 영양제 (60캡슐),39800.0,0,0.0
P00538,데일리케얼 리포좀 후코이단 프로 강아지 항산화 영양제 30정,90000.0,2,5.0
P00334,하루치카 바르는 치약 딸기향 60g,12800.0,0,0.0
P00335,하루치카 바르는 치약 메론향 60g,12800.0,0,0.0
P00463,클리닉스 뉴로제닉스,54500.0,0,0.0
P00465,클리닉스 파이토맥스 cx(캡슐) & lx(시럽),133500.0,0,0.0
P00381,연장 벨트,5000.0,1,5.0
P00066,장건강&피부 유산균 30p,25000.0,19,5.0
P00067,장건강&구강 유산균 30p,25000.0,11,4.818181
P00069,[묶음 할인] 장건강&관절 유산균 30p,25000.0,13,5.0
P00458,클리닉스 메가3A,39900.0,0,0.0
P00737,디어니스트키친 파테 원팟스튜 연어&치킨 298g,6500.0,3,5.0
P00756,디어니스트키친 붓처블락 파테 치킨&수퍼그린 298g,6500.0,4,5.0
P00758,"디어니스트키친 붓처블락 파테 터키,덕&뿌리야채 298g",6500.0,7,5.0
P00757,디어니스트키친 붓처블락 파테 칠면조&가을채소 298g,6500.0,6,5.0
P00421,자이목스 오라틴 투스페이스트 겔,24900.0,21,4.904761
P00422,자이목스 오라틴 안티셉틱 오랄,22500.0,13,4.923076
P00739,디어니스트키친 클러스터 그레인프리 치킨 2.27kg,64000.0,1,5.0
P00755,디어니스트키친 탈수건조 홀그레인 칠면조 907g,52000.0,3,5.0
P00745,디어니스트키친 클러스터 홀그레인 스몰브리드 치킨&오트 1.81kg,55000.0,3,5.0
P00741,디어니스트키친 클러스터 그레인프리 스몰브리드 치킨 1.81kg,64000.0,2,5.0
P00113,그리니즈 티니340g,26000.0,2,5.0
P00147,별자리스틱 심장 건강 15g x 4p,4000.0,5,5.0
P00389,힐스 독 처방사료 z/d 3.17kg 식이알러지,91500.0,7,5.0
P00738,디어니스트키친 클러스터 그레인프리 치킨 450g,18000.0,0,0.0
P00746,디어니스트키친 클러스터 그레인프리 터키 450g,18000.0,1,5.0
P00390,힐스 독 처방사료 h/d 1.5kg 심혈관,36900.0,1,5.0
P00387,힐스 독 처방사료 i/d 3.17kg 소화기,76900.0,2,5.0
P00906,고 네이티브 스몰브리드 오리 1.5kg,31000.0,1,5.0
P00907,고 네이티브 스몰브리드 치킨 1.5kg,31000.0,1,5.0
P00342,힐스 독 처방사료 c/d 3.85kg 방광결석,85900.0,12,4.916666
P00384,힐스 독 처방사료 w/d 3.85kg 당뇨,85900.0,5,5.0
P00659,페노비스 겔플러스 투약보조제 30포,24900.0,3,5.0
P00742,디어니스트키친 클러스터 그레인프리 터키 2.27kg,68000.0,0,0.0
P00408,[묶음 할인]시그니처바이 강아지 P/a(8EA),12000.0,11,4.90909
P00417,[묶음 할인]시그니처바이 강아지 타히보 캔 칠면조&오리(8EA),12000.0,5,4.8
P00414,[묶음 할인]시그니처바이 강아지 타히보 캔 소고기&명태살(8EA),12000.0,8,4.75
P00628,제리스타일스 덴탈 서플리먼트 파우치 153g,17000.0,6,5.0
P00280,[유통기한 임박 할인] 영양제 레날 분말형(신장) (26/02/26까지),44000.0,0,0.0
P00386,"힐스 독 처방사료 GI Biome 3.17kg 소화기(섬유소, 유산균)",83900.0,10,4.9
P00728,아투 퍼피 연어 1.5kg,42000.0,1,5.0
P00753,디어니스트키친 탈수건조 그레인프리 피쉬 1.81kg,130000.0,6,5.0
P00411,[묶음 할인]시그니처바이 강아지 A/a(8EA),12000.0,8,5.0
P00905,고 네이티브 스몰브리드 연어 1.5kg,31000.0,0,0.0
P00976,오리젠 스몰브리드 독 1.8kg,39000.0,0,0.0
P00459,클리닉스 듀오플렉스,39900.0,1,5.0
P00844,인스팅트 생식본능 BE 내추럴 독 키블 1kg,19000.0,0,0.0
P00591,동해형씨 원물건조 도치 수제간식 50g,12900.0,0,0.0
P00606,에미넌트 독 처방사료 헤파틱 2.5kg 간,49000.0,1,4.0
P00575,동해형씨 EASTREAT 하프 방어 트릿 60g,15000.0,0,0.0
P00604,에미넌트 독 처방사료 하이포알러제닉 2.5kg 알러지,52000.0,2,5.0
P00581,동해형씨 레토르트 원물건조 도치 20g,4500.0,0,0.0
P00570,동해형씨 EASTREAT 동결건조 이스트릿 방어 185g,25000.0,0,0.0
P00571,동해형씨 EASTREAT 동결건조 이스트릿 양미리 100g,17000.0,0,0.0
P00842,벳액티브8 오메가-3 (90캡슐),31900.0,0,0.0
P00843,벳액티브8 신바이오틱 부스트 유산균 250g,68900.0,0,0.0
P00341,힐스 독 처방사료 i/d low fat 3.85kg 췌장,88900.0,14,5.0
P00225,트릿트릭 리필 오리&인섹트맛 32p,12000.0,5,5.0
P00456,클리닉스 프로 5A DOG,58100.0,4,4.5
P00018,[묶음 할인] 질켄 225mg 중대형견 분리불안 (30캡슐),72000.0,8,5.0
P00576,동해형씨 EASTREAT 하프 황태 트릿 65g,16000.0,2,5.0
P00577,동해형씨 EASTREAT 하프 기름가자미 트릿 50g,16000.0,3,5.0
P00187,퓨어네이쳐 CBD 5% 릴리브 오일 10ml (CBD 550mg),72000.0,72,4.888888
P00495,닥터아나 하이드레이팅 3-6-9 오일,42000.0,4,5.0
P00406,시그니처바이 스토모액트 프리벤티스 껌 S(36EA),33900.0,0,0.0
P00407,시그니처바이 스토모액트 프리벤티스 껌 M/L(30EA),33900.0,0,0.0
P00404,에스틴 오로자임 오랄 하이진 겔 70g 강아지 치약,15900.0,2,5.0
P00460,클리닉스 프로다이제스트,54100.0,7,5.0
P00461,클리닉스 레노자임,39900.0,2,5.0
P00462,클리닉스 엑셀라이트,51500.0,1,5.0
P00464,클리닉스 아이비디 옥스,51500.0,4,4.75
P00466,클리닉스 알로센트릭 CX(캡슐),51500.0,0,0.0
P00467,클리닉스 알로센트릭 LX(스프레이),39900.0,0,0.0
P00468,클리닉스 액티프로,13100.0,0,0.0
P00030,[묶음 할인] 레날케이 142g,20000.0,15,5.0
